gutenberg-11	and I wish you wouldn’t keep appearing and vanishing so suddenly: you make one quite giddy
gutenberg-11	I’ve often seen a cat without a grin
gutenberg-11	but a grin without a cat
gutenberg-11	It’s the most curious thing I ever saw in my life
gutenberg-11	Suppose it should be raving mad after all
gutenberg-11	I almost wish I’d gone to see the Hatter instead
gutenberg-11	Very uncomfortable for the Dormouse
gutenberg-11	only, as it’s asleep, I suppose it doesn’t mind
gutenberg-11	There’s _plenty_ of room
gutenberg-11	Have some wine
gutenberg-11	I don’t see any wine
gutenberg-11	There isn’t any
gutenberg-11	Then it wasn’t very civil of you to offer it
gutenberg-11	It wasn’t very civil of you to sit down without being invited
gutenberg-11	I didn’t know it was _your_ table
gutenberg-11	it’s laid for a great many more than three
gutenberg-11	Your hair wants cutting
gutenberg-11	You should learn not to make personal remarks
gutenberg-11	it’s very rude
gutenberg-11	Why is a raven like a writing-desk
gutenberg-11	Come, we shall have some fun now
gutenberg-11	I’m glad they’ve begun asking riddles
gutenberg-11	I believe I can guess that
gutenberg-11	Do you mean that you think you can find out the answer to it
gutenberg-11	Then you should say what you mean
gutenberg-11	at least—at least I mean what I say—that’s the same thing, you know
gutenberg-11	Not the same thing a bit
gutenberg-11	You might just as well say
gutenberg-11	that ‘I like what I get’ is the same thing as ‘I get what I like
gutenberg-11	that ‘I breathe when I sleep’ is the same thing as ‘I sleep when I breathe
gutenberg-11	It _is_ the same thing with you
gutenberg-11	What day of the month is it
gutenberg-11	Two days wrong
gutenberg-11	I told you butter wouldn’t suit the works
gutenberg-11	It was the _best_ butter
gutenberg-11	Yes, but some crumbs must have got in as well
gutenberg-11	you shouldn’t have put it in with the bread-knife
gutenberg-11	It was the _best_ butter, you know
gutenberg-11	What a funny watch
gutenberg-11	It tells the day of the month, and doesn’t tell what o’clock it is
gutenberg-11	Why should it
gutenberg-11	Does _your_ watch tell you what year it is
gutenberg-11	Of course not
gutenberg-11	but that’s because it stays the same year for such a long time together
gutenberg-11	Which is just the case with _mine
gutenberg-11	I don’t quite understand you
gutenberg-11	The Dormouse is asleep again
gutenberg-11	Of course, of course
gutenberg-11	just what I was going to remark myself
gutenberg-11	Have you guessed the riddle yet
gutenberg-11	No, I give it up
gutenberg-11	what’s the answer
gutenberg-11	I haven’t the slightest idea
gutenberg-11	I think you might do something better with the time
gutenberg-11	than waste it in asking riddles that have no answers
gutenberg-11	If you knew Time as well as I do
gutenberg-11	you wouldn’t talk about wasting _it
gutenberg-11	I don’t know what you mean
gutenberg-11	Of course you don’t
gutenberg-11	I dare say you never even spoke to Time
gutenberg-11	but I know I have to beat time when I learn music
gutenberg-11	that accounts for it
gutenberg-11	He won’t stand beating
gutenberg-11	Half-past one, time for dinner
gutenberg-11	I only wish it was
gutenberg-11	That would be grand, certainly
gutenberg-11	but then—I shouldn’t be hungry for it, you know
gutenberg-11	Not at first, perhaps
gutenberg-11	but you could keep it to half-past one as long as you liked
gutenberg-11	Is that the way _you_ manage
gutenberg-11	We quarrelled last March—just before _he_ went mad, you know
gutenberg-11	How I wonder what you’re at
